date,interest,value,Positive,Neutral,Negative
2019-11-20,0.04428571428571429,0.11544,0.75,0.0,0.25
2019-11-21,0.045714285714285714,0.11023333333333334,1.0,0.0,0.0
2019-11-22,0.047142857142857146,0.10346333333333332,,,
2019-11-23,0.04857142857142857,0.10128000000000001,0.5,0.5,0.0
2019-11-24,0.05,0.09880666666666667,,,
2019-11-25,0.04857142857142857,0.09643333333333332,,,
2019-11-26,0.047142857142857146,0.09852666666666667,1.0,0.0,0.0
2019-11-27,0.045714285714285714,0.10067,0.6666666666666666,0.3333333333333333,0.0
2019-11-28,0.04428571428571429,0.10154666666666666,0.6666666666666666,0.0,0.3333333333333333
2019-11-29,0.04285714285714286,0.10226333333333332,0.0,0.5,0.5
2019-11-30,0.04142857142857143,0.10260000000000001,1.0,0.0,0.0
2019-12-01,0.04,0.10128000000000001,0.0,1.0,0.0
2019-12-02,0.04,0.10011666666666667,,,
2019-12-03,0.04,0.09902666666666667,0.6666666666666666,0.3333333333333333,0.0
2019-12-04,0.04,0.09823,1.0,0.0,0.0
2019-12-05,0.04,0.09866000000000001,0.3333333333333333,0.6666666666666666,0.0
2019-12-06,0.04,0.09947666666666667,0.0,0.0,1.0
2019-12-07,0.04,0.09939333333333333,0.5,0.5,0.0
2019-12-08,0.04,0.10009333333333333,0.6666666666666666,0.3333333333333333,0.0
2019-12-09,0.04142857142857143,0.09990333333333333,0.75,0.25,0.0
2019-12-10,0.04285714285714286,0.09820000000000001,0.3333333333333333,0.6666666666666666,0.0
2019-12-11,0.04428571428571429,0.09664,0.3333333333333333,0.6666666666666666,0.0
2019-12-12,0.045714285714285714,0.09644333333333335,1.0,0.0,0.0
2019-12-13,0.047142857142857146,0.09686666666666667,0.0,1.0,0.0
2019-12-14,0.04857142857142857,0.09592999999999999,,,
2019-12-15,0.05,0.09532666666666666,,,
2019-12-16,0.05,0.09225333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
2019-12-17,0.05,0.08524333333333334,0.0,1.0,0.0
2019-12-18,0.05,0.08509333333333334,0.5,0.5,0.0
2019-12-19,0.05,0.08750666666666666,0.6666666666666666,0.0,0.3333333333333333
2019-12-20,0.05,0.08615000000000002,0.3333333333333333,0.3333333333333333,0.3333333333333333
2019-12-21,0.05,0.08573,0.0,1.0,0.0
2019-12-22,0.05,0.08684,,,
2019-12-23,0.05,0.08697666666666667,0.5,0.5,0.0
2019-12-24,0.05,0.08591333333333334,0.3333333333333333,0.3333333333333333,0.3333333333333333
2019-12-25,0.05,0.08521333333333334,,,
2019-12-26,0.05,0.08431,0.3333333333333333,0.3333333333333333,0.3333333333333333
2019-12-27,0.05,0.08453333333333334,1.0,0.0,0.0
2019-12-28,0.05,0.08519333333333334,1.0,0.0,0.0
2019-12-29,0.05,0.08769666666666667,1.0,0.0,0.0
2019-12-30,0.051428571428571435,0.08912333333333333,0.5,0.5,0.0
2019-12-31,0.05285714285714285,0.08741,0.6666666666666666,0.3333333333333333,0.0
2020-01-01,0.05428571428571429,0.08682000000000001,0.75,0.25,0.0
2020-01-02,0.05571428571428571,0.08607333333333335,0.0,0.6666666666666666,0.3333333333333333
2020-01-03,0.05714285714285714,0.08720000000000001,1.0,0.0,0.0
2020-01-04,0.058571428571428566,0.08976333333333332,1.0,0.0,0.0
2020-01-05,0.06,0.09044666666666668,1.0,0.0,0.0
2020-01-06,0.06142857142857143,0.09349,1.0,0.0,0.0
2020-01-07,0.06285714285714286,0.09598666666666668,1.0,0.0,0.0
2020-01-08,0.0642857142857143,0.09495666666666666,0.5,0.5,0.0
2020-01-09,0.06571428571428571,0.09336666666666668,1.0,0.0,0.0
2020-01-10,0.06714285714285714,0.0943,0.0,1.0,0.0
2020-01-11,0.06857142857142856,0.09568333333333331,1.0,0.0,0.0
2020-01-12,0.07,0.09625,,,
2020-01-13,0.06857142857142856,0.09686000000000002,1.0,0.0,0.0
2020-01-14,0.06714285714285714,0.10334999999999998,,,
